Handle,Title,Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Weight Unit,Google Shopping / MPN,Variant Grams,Body (HTML),Image Src
NIFA0023,amiibo Smash Sheik 23,Nintendo,amiibo figures,45496352585,,"0,1",,NIFA0023,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_18990/amiibo-smash-sheik-23-default.jpg
NIFA0697,amiibo Smash Sora,Nintendo,amiibo figures,45496381189,,"0,09",,NIFA0697,,"<p>Get ready for a magical adventure with the Smash Sora amiibo and unlock a world where courage is key. Open the door to countless stories and battles in the world of Super Smash Bros. with this highly detailed amiibo figure that embodies Sora, the main character from the Kingdom Hearts series. Sora, who has the power of the Keyblade, will team up with Donald and Goofy on a journey across many Disney worlds to stop the Heartless invasion and restore peace.</p>

<p>Amiibo Smash Sora isn't just a stylish collectible, it's the key to expanding your gaming horizons. Attach the figure to your Nintendo Switch Joy-Con controller and watch Sora come to life in-game. Your fighter can learn, grow, and save levels and customization directly to the chip at the bottom of the figure. Take Sora with you and show your friends how you've perfected your hero!</p>

<ul>
	<li><strong>Interactive Adventure:</strong> Attach the Smash Sora amiibo to the controller and transfer its power directly into your Super Smash Bros. Ultimate.</li>
	<li><strong>Learning Fighter:</strong> Your amiibo figure saves all levels and customization, allowing Sora to become stronger with each fight.</li>
	<li><strong>Collectible Gem:</strong> The detailed design of the figure makes the Smash Sora amiibo not only a gaming accessory, but also a valuable collectible.</li>
	<li><strong>Game Strategy on a New Level:</strong> Use Sora to analyze and improve your battle tactics thanks to his ability to learn from your play style.</li>
	<li><strong>Friendly Companion:</strong> The Sora Smash amiibo brings a piece of heart and courage to your game world, always with a friendly smile.</li>
</ul>

<p>Discover how the Smash Sora amiibo brings not only fun and strategy, but also charm and friendship to your gaming life. Get swept away in a story where every battle is a step towards greater courage and strength. Amiibo Smash Sora releases February 16, 2024, your adventure will never end!</p>",https://com.cqe.cz/gallery/1_60700/amiibo-smash-sora-default.jpg
NIFA0677,amiibo Smash Squirtle 77,Nintendo,amiibo figures,45496380823,,"0,1",,NIFA0677,,"<p>Malý vodní Pokémon. Cítí-li se ohrožen, zatáhne nohy i ruce do svého krunýře, čímž se chrání proti útokům nepřátel. Když má schovaný krk, může z&nbsp;pusy stříkat silný proud vody. Jeho krunýř ho nejen chrání, ale zároveň snižuje tření když je ve vodě.</p>

<p><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p><strong>Připoj se do spousty her!</strong></p>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ll4JnDCOtSk"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_43379/amiibo-smash-squirtle-77-default.jpg
NIFA0691,amiibo Smash Steve & Alex 2-Pack,Nintendo,amiibo figures,45496381059,,"0,13",,NIFA0691,,<p>Nastartujte svou hru! Amiibo Smash Steve a Alex se připojí ke kolekci Super Smash Bros.</p>,https://com.cqe.cz/gallery/1_57331/amiibo-smash-steve-alex-2-pack-default.jpg
NIFA0640,amiibo Smash Zero Suit Samus 40,Nintendo,amiibo figures,45496353032,,"0,1",,NIFA0640,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_22314/amiibo-smash-zero-suit-samus-40-default.jpg
NIFA0666,amiibo Smash Wolf 63,Nintendo,amiibo figures,45496380717,,"0,1",,NIFA0666,,"<p style=""font-size: 13px;""><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p style=""font-size: 13px;"">Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Con ovladače nebo Pro Controlleru Nintendo Switch, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, přenesou se do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p style=""font-size: 13px;""><strong>Připoj se do spousty her!</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p style=""font-size: 13px;""><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p style=""font-size: 13px;"">Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendo&nbsp;3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p style=""font-size: 13px;""><iframe allow=""autoplay; encrypted-media"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/gb6sNLbPAGQ"" width=""560""></iframe></p>",https://com.cqe.cz/gallery/1_39842/amiibo-smash-wolf-63-default.jpg
NIFA0081,amiibo Splatoon 2-Pack: Callie & Marie,Nintendo,amiibo figures,45496380168,,"0,1",,NIFA0081,,"<p>Splatoon Squid Sisters amiibo Double Pack<br>
Callie je nejveselejší člen dua popového idolu známého jako Squid Sisters ve hře Splatoon, zatímco Marie je nejchytřejší členkou.<br>
Vyrobeno pro hraní! Objevte nové postavy, prozkoumejte nové herní režimy a mnohem více!<br>
Klepněte na své Splatooon amiibo a získejte nové mise s odměnami!</p>",https://com.cqe.cz/gallery/1_54909/amiibo-splatoon-2-pack-callie-marie-default.jpg
NIFA0097,amiibo Splatoon - Inkling Boy,Nintendo,amiibo figures,45496380540,,"0,11",,NIFA0097,,"<p><strong>Dotkni se, sleduj a připoj se do hry!</strong></p>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.</p>

<p><strong>Připoj se do spousty her!</strong></p>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách&nbsp;<a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a>.</p>

<p><strong>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</strong></p>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.</p>

<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/videoseries?list=PLYb2Ex5lahUfGfrbRFpABxThARifPeWPd"" width=""560""></iframe></p>

<p><strong>Více informací o tomto i dalších titulech společnosti Nintendo se dočtete v tiskových zprávách na webových stránkách <a href=""http://www.mojenintendo.cz/"">mojenintendo.cz</a></strong><strong>.</strong></p>

<p><strong>Kompletní seznam kompatibilních amiibo ﬁgurek pro tento a další tituly společnosti Nintendo najdete na webových stránkách <a href=""http://www.nintendo.com/amiibo/compatibility"">nintendo.com/amiibo/compatibility</a></strong><strong>.</strong></p>",https://com.cqe.cz/gallery/1_32965/amiibo-splatoon-inkling-boy-default.jpg
NIFA0045,amiibo Splatoon Boy,Nintendo,amiibo figures,45496352950,,"0,11",,NIFA0045,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_22018/amiibo-splatoon-boy-default.jpg
NIFA0051,amiibo Splatoon Squid,Nintendo,amiibo figures,45496352974,,"0,1",,NIFA0051,,"<h1><img alt="""" src=""https://b2b.cqe.cz/db/downloads/231_amiibo_newsletter_1.jpg"" style=""height: 211px; width: 600px;""></h1>

<h1>&nbsp;</h1>

<h1>Dotkni se, sleduj a připoj se do hry!</h1>

<p>Objevujte nový způsob interakce s vaší&nbsp;oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.</p>

<h2>Sleduj amiibo a jejich vylepšení v boji</h2>

<p>Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s&nbsp;ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.&nbsp; Můžete si také přidat své vlastní upravené pohyby!</p>

<h2>Připoj se do spousty her!</h2>

<p>Figurky amiibo můžete využít v&nbsp;mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.</p>

<h2>Momentálně podporují amiibo figurky tyto hry:</h2>

<p><strong>Wii U:</strong></p>

<ul>
	<li>Super Smash Bros. for Wii U</li>
	<li>Mario Party 10</li>
	<li>Mario Kart 8</li>
	<li>Captain Toad: Treasure Tracker</li>
	<li>Yoshi's Woolly World</li>
	<li>Hyrule Warriors</li>
	<li>Splatoon</li>
	<li>Kirby and the Rainbow Curse</li>
</ul>

<p><strong>Nintendo 3DS</strong></p>

<ul>
	<li>Super Smash Bros. for Nintendo 3DS</li>
	<li>Ace Combat: Assasult Horizon Legacy +</li>
	<li>Code Name: S.T.E.A.M.</li>
	<li>Xenoblade Chronicles 3D</li>
</ul>

<h2>Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS</h2>

<p>Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením&nbsp; ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.</p>",https://com.cqe.cz/gallery/1_24238/amiibo-splatoon-squid-default.jpg
